STORE_ID,CUSTOMER_ID,STORE_NAME,STORE_ADDRESS,STORE_ZIPCODE,STORE_STATE,STORE_STATE_DESC,STORE_CITY,STORE_COUNTRY,STORE_PHONE,STORE_EMAIL,STORE_WEBSITE,STORE_USER_RATING,STORE_WIFI,STORE_DRIVE_THRU,STORE_SERVICE_CENTER,STORE_SPECIALITY,STORE_SUPER,STORE_LATITUDE,STORE_LONGITUDE
3157,3157,Cents Main Old,1000 Vermont Ave NW Ste 400,20005,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,0,38.902866,-77.033934
3158,3158,Hot Lead First,21901 Barrens Rd S,17363,PA,Pennsylvania,Stewartstown,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,1,1,0,39.72263,-76.554896
3159,3159,West Fall Group,170 Simmons Rd,15317,PA,Pennsylvania,Canonsburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,40.27014,-80.0821683
3160,3160,Fall Store First,15 N Main St,45066,OH,Ohio,Springboro,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,0,0,1,39.5567284,-84.2330164
3161,3161,Rural First North,12187 Darnestown Rd,20878,MD,Maryland,Gaithersburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,1,0,39.1178198,-77.2523075
3162,3162,South Cold Goods,501 W Fairbanks Ave,32789,FL,Florida,Winter Park,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,28.593421,-81.355462
3163,3163,Cold Dollar Main,828 W Liberty St,44256,OH,Ohio,Medina,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,0,41.1387969,-81.881842
3164,3164,Lead No.1 North,3800 18th St NW,20011,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,0,38.938629,-77.041896
3165,3165,Hot Design General,222 Lakeview Ave Ste 160,33401,FL,Florida,West Palm Beach,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,0,1,26.705672,-80.051187
6567,6567,Rural Export East,City Quarter,NULL,COR,NULL,Cork,Ireland,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,1,0,51.889629,-8.5912231
3167,3167,Fall East Winter,2601 River Rd,17516,PA,Pennsylvania,Conestoga,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,1,1,39.961189,-76.447244
3168,3168,East Cents .com,801 N East St,21701,MD,Maryland,Frederick,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,39.4239936,-77.4039584
3169,3169,USA Goods Associates,111 Whitehead Ln Ste 100,15146,PA,Pennsylvania,Monroeville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,0,0,0,40.434528,-79.759303
3170,3170,.com Design Lead, 1 Derby St London,NULL,NULL,NULL, London,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,1,1,0,51.5063828,-0.1499147
3171,3171,First Fall Winter,243 Main St,12477,NY,New York,Saugerties,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,0,1,42.0776193,-73.953116
3172,3172,Best Dollar Spring,4433 Baldwin Blvd,78408,TX,Texas,Corpus Christi,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,1,1,1,27.788587,-97.442032
3173,3173,New Store Modern,1500 K St NW Ste 850,20005,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,1,38.9025044,-77.0345901
3174,3174,USA .com South,1426 9th St NW,20001,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,0,0,38.909381,-77.024197
3175,3175,Modern Cents Summer, 1 Fleet Pl,NULL,NULL,NULL, London,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,51.5151458,-0.1034273
3176,3176,Dollar South Associates,905 16th Street NW,20006,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,38.901688,-77.0365193
3177,3177,Old First USA,24-28 Bridge St Aberdeen,NULL,NULL,NULL,Aberdeen,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,57.1446984,-2.1013146
3178,3178,Group The Associates,2024 San Marco Blvd,32207,FL,Florida,Jacksonville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,1,0,30.3037557,-81.6535435
3179,3179,Winter Rural First,20420 Century Blvd,20874,MD,Maryland,Germantown,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,0,0,39.1939152,-77.2664212
3180,3180,New Urban Store,1231 US Highway 43,35462,AL,Alabama,Eutaw,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,0,1,1,0,32.8404846,-87.8801791
3181,3181,Lead Spring Cold,2020 Silver Bell Rd # 23,55122,MN,Minnesota,Eagan,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,0,0,1,44.8194657,-93.2081766
3182,3182,The East Dollar,220C Log Canoe Cir,21666,MD,Maryland,Stevensville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,38.9869481,-76.3147285
3183,3183,South First Best,1 Baltic Pl,NULL,NULL,NULL,Aberdeen,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,0,0,57.1472922,-2.0836717
3184,3184,Urban First South,5960 Highway 105,77708,TX,Texas,Beaumont,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,1,1,30.13404,-94.170181
3185,3185,General Summer Best,394 S Lake Ave,55802,MN,Minnesota,Duluth,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,0,0,46.7818801,-92.0948064
3186,3186,Fall Best Urban,1812 21st Ave S,37212,TN,Tennessee,Nashville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,0,36.1367228,-86.8008444
3187,3187,Store Old North,1 Baker Aly,15853,PA,Pennsylvania,Ridgway,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,41.422896,-78.7285685
3188,3188,Main Main Store,128 W Jackson St,65265,MO,Missouri,Mexico,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,0,0,0,39.1721638,-91.8834111
3189,3189,Modern Import Cents,514 W Main St,37087,TN,Tennessee,Lebanon,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,36.2091422,-86.3030583
3190,3190,West Summer South,5 W Claiborne St,36460,AL,Alabama,Monroeville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,NULL,NULL
3191,3191,Winter Best .com,530 S Broad St,07452,NJ,New Jersey,Glen Rock,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,40.9720213,-74.124407
3192,3192,West USA Cents,733 15th St NW Apt 520,20005,DC,District of Columbia,Washington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,0,1,38.899912,-77.033124
3193,3193,No.1 The North,1333 W 120th Ave Ste 219,80234,CO,Colorado,Denver,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,1,0,39.914611,-105.002286
3194,3194,Inc Associates Inc,800 S Wayside Dr,77023,TX,Texas,Houston,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,0,0,29.730642,-95.310293
3195,3195,Spring .com Lead,13210 Strickland Rd,27613,NC,North Carolina,Raleigh,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,1,0,35.907604,-78.7273687
3196,3196,Summer Modern No.1,2741 NC Highway 55,27519,NC,North Carolina,Cary,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,1,0,NULL,NULL
3197,3197,Design Design Cold,3 Queens Terrace Aberdeen,NULL,NULL,NULL,Aberdeen,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,1,0,57.1433768,-2.1198683
3198,3198,Cents Inc Store,5249 Central Ave,28212,NC,North Carolina,Charlotte,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,0,1,0,35.209796,-80.755238
3199,3199,.com Goods USA,6310 Old Oak Ridge Rd,27410,NC,North Carolina,Greensboro,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,36.1272047,-79.9337289
3200,3200,Store First South,9441 NC Highway 127,28601,NC,North Carolina,Hickory,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,0,0,35.693683,-81.3559949
3201,3201,The Urban Cold,951 Silas Creek Pkwy,27127,NC,North Carolina,Winston Salem,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,36.0659593,-80.2523453
3202,3202,East Dollar West,1881 Southampton Rd Ste C,30349,GA,Georgia,Atlanta,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,0,0,33.61657,-84.450845
3203,3203,Associates Lead Group,1361 W Covell Blvd Ste 115A,95616,CA,California,Davis,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,1,1,38.5609513,-121.7648336
3204,3204,North Best Inc,17W426 22nd St,60181,IL,Illinois,Oakbrook Terrace,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,41.8465897,-87.9613666
3205,3205,General Best West,4430 Fox Valley Center Dr,60504,IL,Illinois,Aurora,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,1,1,1,41.7609875,-88.2101654
3206,3206,South .com Modern,775 Commonwealth Ave,02215,MA,Massachusetts,Boston,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,1,0,0,42.350478,-71.1096413
3207,3207,Hot Urban New,4576 E Cactus Rd,85032,AZ,Arizona,Phoenix,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,0,0,33.5988807,-111.9807255
3208,3208,Rural North Summer,122 Shawan Rd,21030,MD,Maryland,Cockeysville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,1,39.49606,-76.655667
3209,3209,Lead Group USA,155 Corporate Woods Ste 250,14603,NY,New York,Rochester,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,43.107036,-77.622677
3210,3210,Urban West Best,1131 US Highway 321 S,29745,SC,South Carolina,York,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,0,0,NULL,NULL
3211,3211,North Cents Best,13709 Independence Blvd,28079,NC,North Carolina,Indian Trail,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,1,1,0,35.086485,-80.659607
3212,3212,Hot Import Hot,200 Friarsgate Blvd,29063,SC,South Carolina,Irmo,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,1,0,34.087713,-81.1897029
3213,3213,Spring USA Export, 28 Racecommon Road,NULL,NULL,NULL, Barnsley,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,1,0,53.5503356,-1.4890086
3214,3214,Summer West Rural,5400 Westbard Ave,20816,MD,Maryland,Bethesda,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,38.964318,-77.107804
3215,3215,Design General Spring,7383 Baltimore Annapolis Blvd,21061,MD,Maryland,Glen Burnie,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,1,1,1,39.1710705,-76.6317199
3216,3216,Winter South North,993 Wayne Ave,17201,PA,Pennsylvania,Chambersburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,39.9131418,-77.6523624
3217,3217,Urban Main Main,2300 Colonial Rd,17112,PA,Pennsylvania,Harrisburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,1,0,40.3365129,-76.826597
3218,3218,Main General Urban,2721 S Queen St,17403,PA,Pennsylvania,York,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,39.907448,-76.680064
3219,3219,Rural West East,301 N 3rd St,15697,PA,Pennsylvania,Youngwood,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,40.243606,-79.575659
3220,3220,Store Fall Main,20 Damante Dr,03301,NH,New Hampshire,Concord,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,0,1,43.222941,-71.489689
3221,3221,Winter Urban Cold,300 Main St,03060,NH,New Hampshire,Nashua,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,0,0,42.7532189,-71.4618166
3222,3222,Lead Export Store, 1 Cluny Mews,NULL,NULL,NULL, London,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,0,0,0,51.4924404,-0.2000472
3223,3223,Modern Best Cents, 1 Collon Terrace Derry,NULL,NULL,NULL, London,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,1,0,1,55.0192226,-7.3214279
3224,3224,USA Export Cold,96 Daniel Webster Hwy,03220,NH,New Hampshire,Belmont,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,43.514572,-71.490955
3225,3225,Rural Dollar Urban,100 Hancock Bridge Pkwy W,33991,FL,Florida,Cape Coral,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,0,0,26.6497197,-81.9766833
3226,3226,Enterprise Hot Export,1001 S Federal Hwy,33432,FL,Florida,Boca Raton,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,0,0,1,26.340178,-80.087403
3227,3227,Rural East Group,1200 NW 76th Blvd,32606,FL,Florida,Gainesville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,29.6644698,-82.4247109
3228,3228,.com Summer Fall,13880 Wellington Trce,33414,FL,Florida,Wellington,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,26.660768,-80.266542
3229,3229,Rural The Cents,1500 Beville Rd 300,32114,FL,Florida,Daytona Beach,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,0,0,0,29.171494,-81.041087
3230,3230,Cold Old Rural,1604 Long Pond Dr,33594,FL,Florida,Valrico,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,1,0,27.965854,-82.260809
3231,3231,Winter East The,1860 Sandy Plains Rd,30066,GA,Georgia,Marietta,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,0,33.9960417,-84.5074633
3232,3232,Urban Dollar Cents,2095 Highway 211 NW,30517,GA,Georgia,Braselton,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,1,0,0,1,34.1028,-83.81259
3233,3233,USA Store South,2400 S Ridgewood Ave,32119,FL,Florida,Daytona Beach,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,29.16582,-81.001095
3234,3234,Summer Import Store,2400 S Ridgewood Ave,32119,FL,Florida,South Daytona,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,0,1,29.16582,-81.001095
3235,3235,West Dollar Modern,2515 Thonotosassa Rd,33563,FL,Florida,Plant City,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,1,1,0,28.0251811,-82.1497396
3236,3236,Main Import Lead,2640 Blanding Blvd,32068,FL,Florida,Middleburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,1,0,0,30.06317,-81.873465
3237,3237,Summer Group Cold,3102 Griffin Rd,33312,FL,Florida,Fort Lauderdale,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,0,1,0,26.0616309,-80.185329
3238,3238,Summer Lead Import,3316 N Roosevelt Blvd,33040,FL,Florida,Key West,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,0,0,1,24.5703228,-81.7650519
3239,3239,Main General West,3428 Clark Rd,34231,FL,Florida,Sarasota,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,1,1,27.2691854,-82.5000171
3240,3240,The Group .com,5295 34th St S,33711,FL,Florida,Saint Petersburg,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,1,1,0,27.7212519,-82.6793399
3241,3241,Old USA Associates,5800 N Orange Blossom Trl,32810,FL,Florida,Orlando,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,0,28.6102439,-81.4283501
3242,3242,Urban Dollar Enterprise,7580 49th St,33781,FL,Florida,Pinellas Park,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,0,0,27.8404646,-82.7000884
3243,3243,General Spring Export,P.O Box 32015,33802,FL,Florida,Lakeland,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,1,1,NULL,NULL
3244,3244,USA First Winter,23 Grove City Rd,16057,PA,Pennsylvania,Slippery Rock,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,41.0666442,-80.0522859
3245,3245,South Rural Urban,2390 W Prospect Rd,44004,OH,Ohio,Ashtabula,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,0,0,0,NULL,NULL
3246,3246,Hot Urban Cents,4313 Walnut St,15132,PA,Pennsylvania,McKeesport,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,0,0,0,40.3214207,-79.8367948
3247,3247,Design South Goods,5300 Richmond Rd,44146,OH,Ohio,Bedford,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,0,1,0,41.418814,-81.501739
3248,3248,Lead Modern Design,8931 Route 30,15642,PA,Pennsylvania,Irwin,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,1,1,0,0,40.3202104,-79.6912015
3249,3249,Summer Modern Goods,912 Walnut St,19107,PA,Pennsylvania,Philadelphia,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,39.94823,-75.156935
3250,3250,Modern Cents Import,115 Prospect St,02139,MA,Massachusetts,Cambridge,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,0,0,42.3683093,-71.1017605
3251,3251,Enterprise Old .com,11701 S Dixie Hwy,33156,FL,Florida,Miami,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,25.66243,-80.324774
3252,3252,Goods West Lead,15 Washington St,02135,MA,Massachusetts,Brighton,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,1,42.3429,-71.1405
3253,3253,Urban General No.1, Ostend Pl,NULL,NULL,NULL, Newcastle,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,1,1,1,53.002566,-2.246919
3254,3254,Best Store Inc,796 Nostrand Ave,11216,NY,New York,Brooklyn,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,40.671421,-73.950565
3255,3255,Cents East Associates,12700 S Butler Dr,60633,IL,Illinois,Chicago,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,0,1,41.6636252,-87.5835488
3256,3256,North .com Urban,11510 Reisterstown Rd,21117,MD,Maryland,Owings Mills,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,1,0,0,39.439925,-76.806317
3257,3257,No.1 General Fall,4650 86th St,50322,IA,Iowa,Urbandale,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,41.6452499,-93.7365556
3258,3258,Main Rural Cents, 1 Gilkes Yard,NULL,NULL,NULL, Banbury,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,0,0,1,0,0,52.0594903,-1.3488261
3259,3259,Cents Enterprise Design,1600 N State Route 50,60914,IL,Illinois,Bourbonnais,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,0,0,1,1,1,41.1745243,-87.8486493
3260,3260,New Winter Dollar,1201 S Cornwell Dr,73099,OK,Oklahoma,Yukon,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,35.4945355,-97.7425169
3261,3261,Best Lead Design,28A Main St,03907,ME,Maine,Ogunquit,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,1,43.2493044,-70.59982
3262,3262,Store Main Goods,5828 Ritchie Hwy,21225,MD,Maryland,Brooklyn,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,39.213324,-76.615608
3263,3263,Summer Design .com,6975 River Rd,17516,PA,Pennsylvania,Conestoga,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,39.917676,-76.340474
3264,3264,Associates Associates Urban,1684 Gates Ave,11385,NY,New York,Ridgewood,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,1,40.7019515,-73.9097314
3265,3265,Modern Best Store,44 Carden Place,NULL,NULL,NULL,Aberdeen,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,0,1,0,0,57.1439095,-2.1229837
3266,3266,South Cents USA,132 W N St Aberdeen,NULL,NULL,NULL,Aberdeen,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,0,0,1,57.148434,-2.096886
3267,3267,Hot Best General,1340 W High St Ste E,43512,OH,Ohio,Defiance,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,0,1,1,0,41.2913,-84.384504
3268,3268,The Store Modern,2334 Boston St,21224,MD,Maryland,Baltimore,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,0,0,39.2826821,-76.5836166
3269,3269,Summer South Rural,4564 Alvarado Canyon Rd Ste I,92120,CA,California,San Diego,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,0,0,32.7800871,-117.101077
3270,3270,Rural East Cents,2203 Charity St,70510,LA,Louisiana,Abbeville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,1,0,29.9728998,-92.1126356
3271,3271,Group Lead Winter,1280 Centaur Village Dr Ste 4,80026,CO,Colorado,Lafayette,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,1,0,0,39.9873159,-105.1069352
3272,3272,First No.1 The,516 Washington Ave,58267,ND,North Dakota,Northwood,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,0,47.7342728,-97.5597865
3273,3273,Export First USA,7 Columbia Tpke,07932,NJ,New Jersey,Florham Park,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,0,1,1,1,0,40.779697,-74.370961
3274,3274,USA Main Cold,236 Great Rd,01460,MA,Massachusetts,Littleton,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,1,1,1,0,42.543263,-71.467052
3275,3275,Enterprise The Hot, 136 Bath Rd,NULL,NULL,NULL, Banbury,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,52.0601554,-1.3467961
3276,3276,Hot The Goods,3633 Wheeler Rd Ste 230,30909,GA,Georgia,Augusta,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,1,0,0,0,33.483194,-82.08929
3277,3277,Lead Winter East, Dean House  2a Mather Road,NULL,NULL,NULL, Manchester,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,41.7946946,-72.5130951
3278,3278,Associates .com Goods, Deansgate Locks Whitworth St W,NULL,NULL,NULL, Manchester,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,4,1,1,0,0,0,53.4740162,-2.2465725
3279,3279,Goods West Main,1284 Riverbed St,44113,OH,Ohio,Cleveland,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,1,0,41.494972,-81.703816
3280,3280,Main Urban Modern,1925 Lascassas Pike,37130,TN,Tennessee,Murfreesboro,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,0,1,1,35.8719208,-86.3558532
3281,3281,East Best USA,1721 W 10th Pl Ste 2,85281,AZ,Arizona,Tempe,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,33.416973,-111.967227
3282,3282,General Lead Group, 2 Canal St,NULL,NULL,NULL, Banbury,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,0,0,0,52.0592351,-1.3313467
3283,3283,West Enterprise Goods,2501 Dryden Rd,45439,OH,Ohio,Moraine,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,0,0,0,39.7164707,-84.2190706
3284,3284,Urban Inc North,2200 S Western Ave,60608,IL,Illinois,Chicago,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,1,1,0,0,41.8520487,-87.685623
3285,3285,Associates Main Old,100 W Maple St,47639,IN,Indiana,Haubstadt,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,0,1,0,0,1,NULL,NULL
3286,3286,North Design First, 38 Edward St,NULL,NULL,NULL, Barnsley,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,0,1,1,0,53.5241092,-1.3923717
3287,3287,Store General Old,24141 Ann Arbor Trl,48127,MI,Michigan,Dearborn Heights,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,1,42.349727,-83.275475
3288,3288,Old Old Fall,381 Front St,72301,AR,Arkansas,West Memphis,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,2,1,1,1,1,1,35.1301583,-90.193258
3289,3289,Main General Cold,2248 Beall Ln,97502,OR,Oregon,Central Point,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,1,0,1,0,1,42.362984,-122.92916
3290,3290,South .com Import, 39 Melville Street,NULL,NULL,NULL, Edinburgh,United Kingdom,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,1,0,0,0,55.9500752,-3.2130726
3291,3291,General Import .com,6868 Center Rd,44436,OH,Ohio,Lowellville,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,0,1,0,0,41.024548,-80.52215
3292,3292,Goods Urban Old,735 E Bradley Ave,92021,CA,California,El Cajon,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,0,0,0,32.8191092,-116.9528544
3293,3293,Dollar Winter The,1310 18th St Ste A,51360,IA,Iowa,Spirit Lake,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,5,1,0,1,0,0,43.4226543,-95.1117372
3294,3294,Old North Spring,2130 N Holland Sylvania Rd,43615,OH,Ohio,Toledo,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,1,0,1,0,0,1,41.6606405,-83.6825344
3295,3295,Hot Design Modern,10013 W Lancaster Rd,61547,IL,Illinois,Mapleton,USA,1.888.537.8135,info@microstrategy.com,www.microstrategy.com,3,1,0,1,0,0,NULL,NULL
